ID,title
610-8395,"Chocolat: Maid Cafe ""Curio"""
670-13613C,Dreamcast System-Disc 2
673-01243,Dreamkey
673-02117,Dreamkey
673-02290,Daytona USA 2001
673-02830,Crazy Taxi 2
830-0011-50,Dreamon Volume 5
830-0052-50,NFL Blitz 2000
830-0067-50,Soul Fighter
830-0083-05,Fighting Force 2
830-0084-50,Worms Armageddon
830-0103-05,Tomb Raider: The Last Revelation
830-0142-50,Midway's Greatest Arcade Hits: Volume 1
830-0143-50,Gauntlet Legends
830-0151-50,The Grinch
830-0172-50,WWF Royal Rumble
830-0174-50,F355 Challenge: Passione Rossa
830-0215-50,Star Wars: Demolition
830-0223-50,SnoCross Championship Racing
832-0001-50,Dreamon Volume 2
832-0002-05,Dreamkey
832-0006-71,Dreamon Volume 3
832-0011-50,Dreamon Volume 4
832-0012-50,Dreamon Volume 5
832-0015-50,Dreamon Volume 6
832-0017-50,Dreamon Volume 7
832-0019-50,Dreamon Volume 8
832-0021-50,Dreamon Collection 2
832-0022-05,Dreamkey Version 1.5
832-0022-06,Dreamkey Version 1.5
832-0022-09,Dreamkey Version 1.5
832-0023-50,Dreamon Volume 9
832-0025-50,Dreamon Volume 7 & 8
832-0026-50,Dreamon Collection 3
832-0027-50,Dreamon Volume 10
832-0028-50,Dreamon Volume 10
832-0031-09,Dreamon Volume 10
832-0032-50,Dreamon Volume 11
832-0035-50,Dreamon Volume 12
832-0038-50,Dreamon Volume 13
832-0040-50,Dreamon Collection 4
832-0043-50,Dreamon Volume 14
832-0045-46,Dreamkey Version 2.0
832-0046-46,Dreamkey Versão 2.0
832-0047-50,Dreamon Volume 15
832-0051-50,Dreamon Volume 16
832-0053-50,Dreamkey Version 2.0
832-0054-50,Dreamon Volume 17
832-0056-50,Dreamon Volume 18
832-0060-50,Dreamon Volume 19
832-0062-50,Dreamon Volume 20
832-0064-50,Dreamon Volume 21
832-0066-50,Dreamon Volume 22
832-0068-50,Dreamkey 3.0
832-0069-06,Dreamkey 3.1
832-0069-46,Dreamkey 3.1
833-0002-50,Dreamon Volume 1
833-0003-05,Dreamkey
833-0004-09,Dreamkey
833-0012-50,Dreamon Volume 6
833-0015-50,Dreamon Volume 8
833-0018-09,Dreamkey Version 1.5
833-0019-50,Dreamon Volume 9
833-0021-50,Dreamon Collection 2
833-0022-50,Dreamon Collection 3
833-0026-09,Dreamon Volume 10
833-0027-50,Dreamon Volume 11
833-0029-50,Dreamon Volume 13
833-0030-50,Dreamon Collection 4
833-0036-50,Dreamon Volume 15
833-0038-50,Dreamon Volume 16
833-0041-50,Dreamon Volume 17
833-0046-50,Dreamon Volume 20
950-0017-50,F1 World Grand Prix
950-0037-50,Rayman 2: The Great Escape
950-0064-09,Resident Evil: Code: Veronica (Disc 2)
950-0103-50,Sega GT
952-0007-50,Sega Worldwide Soccer 2000
952-0025-50,Virtua Striker 2 Ver. 2000.1
952-0032-50,Red Dog: Superior Firepower
952-0036-50,NBA 2K
952-0038-05,Legacy of Kain: Soul Reaver
952-0042-50,MSR: Metropolis Street Racer
952-0044-50,ChuChu Rocket!
952-0052-50,Dead or Alive 2
952-0058-05,Sword of the Berserk: Guts' Rage
952-0063-50,4 Wheel Thunder
952-0069-50,Virtua Tennis: Sega Professional Tennis
952-0075-50,Virtua Tennis: Sega Professional Tennis
952-0080-50,Rush 2049
952-0081-50,MSR Opel Challenge
952-0083-50,Space Channel 5
952-0099-50,Ready 2 Rumble Boxing: Round 2
952-0100-50,Kao the Kangaroo
952-0102-50,Shenmue (Disc 3)
952-0103-50,Le Mans 24 Hours
952-0121-50,Super Runabout: San Francisco Edition
952-0124-50,Surf Rocket Racers
952-0133-50,Grandia II
952-0135-50,Fighting Vipers 2
952-0143-50,Giant Killers
952-0144-50,Championship Surfer
952-0149-50,European Super League
952-0152-50,Confidential Mission
952-0168-50,Virtua Tennis 2: Sega Professional Tennis
952-0174-50,The Flintstones: Viva Rock Vegas
952-0176-50,Phantasy Star Online Ver. 2
BB-0001,Xeno Crisis
D-0007-50,Resident Evil: Code: Veronica
D-0008-50,Fur Fighters
D-0009-50,Fur Fighters + Dead or Alive 2
DC-GameShark-CDX:-I-20802,GameShark CDX
DXJC-1,Dux Version 1.5
FSCA-10113,D2: Original Sound Track (Disc 2) (MilCD)
FSRE2-DC,Fast Striker Ver. 1.5
G-20811,Cheats 'N Codes Volume 1
G-20812SM,DC-IE Import Enabler
G-20821SM,GameShark Lite Version 4.0
HDR-0001,Sonic Adventure
HDR-0002,Virtua Fighter 3tb
HDR-0003,Blue Stinger
HDR-0004,Godzilla Generations
HDR-0005,Giant Gram: Zen Nihon Pro Wres 2 in Nihon Budoukan
HDR-0006,Nettou Golf
HDR-0007,The House of the Dead 2
HDR-0009,Climax Landers
HDR-0010,Sega Rally 2
HDR-0011,The House of the Dead 2
HDR-0013,Super Speed Racing
HDR-0014,Puyo Puyoon
HDR-0015,Atsumare! Guru Guru Onsen
HDR-0016,Shenmue: Ichishou Yokosuka (Disc 3)
HDR-0017,Virtua Fighter 3tb
HDR-0019,Akihabara Dennou-gumi Pata Pies!
HDR-0020,Dynamite Deka 2
HDR-0021,Chou Hatsumei Boy Kanipan: Bousou Robot no Nazo!?
HDR-0022,Pro Yakyuu Team o Tsukurou!
HDR-0023,Get Bass
HDR-0025,Yukawa Moto Senmu no Otakara Sagashi
HDR-0026,Zombie Revenge
HDR-0027,Pro Yakyuu Team de Asobou!
HDR-0028,J.League Pro Soccer Club o Tsukurou!
HDR-0029,Space Channel 5
HDR-0031,Shenmue: Ichishou Yokosuka (Disc 3)
HDR-0033,Grauen no Torikago: Kapitel 1: Keiyaku
HDR-0034,Grauen no Torikago: Kapitel 2: Torikago
HDR-0035,Grauen no Torikago: Kapitel 3: Kansei
HDR-0036,Grauen no Torikago: Kapitel 4: Kaikou
HDR-0037,Grauen no Torikago: Kapitel 5: Shokuzai
HDR-0038,Grauen no Torikago: Kapitel 6: Senritsu
HDR-0039,Chu-Chu Rocket!
HDR-0040,Dennou Senki: Virtual-On: Oratorio Tangram
HDR-0042,DreamFlyer
HDR-0043,Sonic Adventure International
HDR-0044,Roommania #203
HDR-0045,Virtua Striker 2 Ver. 2000.1
HDR-0046,Sakura Taisen: Hanagumi Taisen Columns 2
HDR-0047,Godzilla Generations: Maximum Impact
HDR-0050,Gakkyuu-ou Yamazaki: Yamazaki Oukoku Daifunsou!
HDR-0051,Ready 2 Rumble Boxing: Uchikome Warai no Megaton Punch!!
HDR-0052,Totsugeki! Teketeke!! Toy Ranger
HDR-0053,Crazy Taxi
HDR-0054,Sega GT: Homologation Special
HDR-0055,Hello Kitty no Lovely Fruit Park
HDR-0057,"Oogami Ichirou Funtou-ki: Sakura Taisen Kayou Show ""Beni Tokage"" yori (Disc 2)"
HDR-0058,NFL 2K
HDR-0061,Virtua Cop 2
HDR-0063,Samba de Amigo
HDR-0064,Kiteretsu Boy's Gangagan
HDR-0065,Hello Kitty no Otonaru Mail
HDR-0066,Advanced Daisenryaku: Sturm über Europa: Der Deutsche Blitzkrieg
HDR-0067,The Typing of the Dead
HDR-0069,NBA 2K
HDR-0070,Hello Kitty no Magical Block
HDR-0071,Get!! Colonies
HDR-0073,Sega Tetris
HDR-0074,Rent a Hero No.1
HDR-0075,Ao no 6-gou: Saigetsu Hito o Matazu: Time and Tide
HDR-0076,Eternal Arcadia (Disc 2)
HDR-0078,Jet Set Radio
HDR-0079,Napple Tale: Arsia in Daydream
HDR-0080,18 Wheeler: American Pro Trucker
HDR-0081,Virtua Athlete 2K
HDR-0082,Sakura Taisen 3: Les Chattes Noires
HDR-0083,SGGG: Segagaga
HDR-0084,Dabi Tsuku: Derby-ba o Tsukurou!
HDR-0089,Sakura Taisen (Disc 2)
HDR-0090,Hello Kitty no Waku Waku Cookies
HDR-0091,Pro Yakyuu Team de Asobou Net!
HDR-0092,Motto Pro Yakyuu Team o Tsukurou!
HDR-0100,F355 Challenge
HDR-0101,Giant Gram 2000: Zen Nihon Pro Wres 3 Eikou no Yuusha-tachi
HDR-0102,Love Hina: Totsuzen no Engage Happening
HDR-0103,Ecco the Dolphin: Defender of the Future
HDR-0104,Sega Marine Fishing
HDR-0105,Quiz Aa Megami-sama: Tatakau Tsubasa to Tomoni
HDR-0106,Daytona USA 2001
HDR-0108,Sakura Taisen 3: Les Chattes Noires
HDR-0109,Eternal Arcadia (Disc 2)
HDR-0112,Love Hina: Totsuzen no Engage Happening
HDR-0113,Power Smash: Sega Professional Tennis
HDR-0114,Dreamstud!o
HDR-0115,Cardcaptor Sakura: Tomoyo no Video Daisakusen
HDR-0116,Magic: The Gathering
HDR-0118,Outtrigger
HDR-0119,Eternal Arcadia (Disc 2)
HDR-0121,Atsumare! Guru Guru Onsen BB
HDR-0123,Quiz Aa Megami-sama: Tatakau Tsubasa to Tomoni
HDR-0124,Hundred Swords
HDR-0125,Sonic Shuffle
HDR-0126,Saka Tsuku Tokudai-gou: J.League Pro Soccer Club o Tsukurou!
HDR-0127,Hundred Swords
HDR-0128,De La Jet Set Radio
HDR-0129,Sonic Adventure 2: The Trial
HDR-0131,Samba de Amigo Ver. 2000
HDR-0132,Cardcaptor Sakura: Tomoyo no Video Daisakusen
HDR-0133,Fighting Vipers 2
HDR-0136,Sakura Taisen Kinematron Hanagumi Mail
HDR-0139,Love Hina: Smile Again
HDR-0140,Space Channel 5
HDR-0141,NFL 2K
HDR-0144,NFL 2K1
HDR-0146,Sega Extreme Sports
HDR-0147,Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)
HDR-0148,Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)
HDR-0149,Le Mans 24 Hours
HDR-0150,NBA 2K1
HDR-0151,SGGG: Segagaga
HDR-0152,Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)
HDR-0153,Sports Jam
HDR-0154,J.League Spectacle Soccer
HDR-0156,US Shenmue (Disc 3)
HDR-0157,World Series Baseball 2K1
HDR-0158,Advanced Daisenryaku 2001
HDR-0159,Crazy Taxi 2
HDR-0160,Confidential Mission
HDR-0163,Phantasy Star Online Ver. 2
HDR-0164,Shenmue II (Disc 4)
HDR-0165,Sonic Adventure 2
HDR-0167,Dabi Tsuku 2
HDR-0168,Guru Guru Onsen 2
HDR-0169,Get Bass 2
HDR-0171,SGGG: Segagaga
HDR-0172,Candy Stripe: Minarai Tenshi
HDR-0173,Pro Yakyuu Team o Tsukurou! & Asobou!
HDR-0176,Cosmic Smash
HDR-0177,Power Smash 2: Sega Professional Tennis
HDR-0178,Rez
HDR-0179,Shenmue II (Disc 4)
HDR-0183,Saka Tsuku Tokudai-gou 2: J.League Pro Soccer Club o Tsukurou!
HDR-0184,Sakura Taisen Online: Teito no Nagai Hibi
HDR-0185,Sakura Taisen Online: Paris no Yuuga na Hibi
HDR-0186,De La Jet Set Radio
HDR-0187,Fushigi no Dungeon: Fuurai no Shiren Gaiden: Onna Kenshi Asuka Kenzan!
HDR-0190,Space Channel 5 Part 2
HDR-0191,Sakura Taisen 4: Koi seyo Otome
HDR-0193,"Sakura Taisen 2: Kimi, Shinitamou Koto Nakare (Disc 3)"
HDR-0194,Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)
HDR-0195,Guru Guru Onsen 3
HDR-0196,NFL 2K2
HDR-0197,NBA 2K2
HDR-0198,World Series Baseball 2K2
HDR-0199,NHL 2K2
HDR-0201,Sakura Taisen 3: Paris wa Moeteiru ka: Drama Download Disc
HDR-0204,JRA PAT for Dreamcast V50 L10
HDR-0216,Puyo Puyo Fever
HDR-0217,Puyo Puyo Fever
HKT-0910,Dreamcast System-Disc 2
IGN1,Official Sega Dreamcast Magazine Vol. 2: November 1999
IGN10,Official Sega Dreamcast Magazine Vol. 10: January 2001
IGN2,Official Sega Dreamcast Magazine Vol. 3: January 2000
IGN3,Official Sega Dreamcast Magazine Vol. 4: March 2000
IGN6,Official Sega Dreamcast Magazine Vol. 6: July 2000
IGN7,Official Sega Dreamcast Magazine Vol. 7: September 2000
IGN8,Official Sega Dreamcast Magazine Vol. 8: November 2000
IGN9,Official Sega Dreamcast Magazine Vol. 9: December 2000
KRT-DCPAR2,Karat DC-you: Pro Action Replay 2
KRT-SDC01,Karat DC-you: Pro Action Replay DC PAR: Sampler: Nyuumon-hen
LHPBRE2-DC,Last Hope: Pink Bullets
MJCYX-80002,Hang the DJ
MK-51000-50,Sonic Adventure
MK-51001-50,Virtua Fighter 3tb
MK-51001-53,Virtua Fighter 3tb
MK-51002-50,The House of the Dead 2
MK-51004-53,NBA 2K
MK-51006-50,Sega Bass Fishing
MK-51010-50,Snow Surfers
MK-51011-50,Time Stalkers
MK-51013-50,Dynamite Cop
MK-51019-50,Sega Rally 2
MK-51020-50,Toy Commander
MK-51021-50,Red Dog: Superior Firepower
MK-51022-50,MSR: Metropolis Street Racer
MK-51025-50,NHL 2K
MK-51028-50,Virtua Striker 2 Ver. 2000.1
MK-51031-50,Sega Worldwide Soccer 2000
MK-51033-50,Ecco the Dolphin: Defender of the Future
MK-51035-50,Crazy Taxi
MK-51037-50,Daytona USA 2001
MK-51038-50,Zombie Revenge
MK-51041-50,Headhunter (Disc 2)
MK-51049-50,ChuChu Rocket!
MK-51050-50,Maken X
MK-51051-50,Space Channel 5
MK-51052-50,Skies of Arcadia (Disc 2)
MK-51053,Sega GT
MK-51053-50,Sega GT
MK-51054-50,Virtua Tennis: Sega Professional Tennis
MK-51058-50,Jet Set Radio
MK-51059-50,Shenmue (Disc 3)
MK-51060-50,Sonic Shuffle
MK-51061-50,Quake III: Arena
MK-51064-50,18 Wheeler: American Pro Trucker
MK-51081-50,Sega Extreme Sports
MK-51083-50,Sega Worldwide Soccer 2000: Euro Edition
MK-51092-50,Samba de Amigo
MK-51094-50,Virtua Athlete 2K
MK-51095-05,UEFA Dream Soccer
MK-51095-06,UEFA Dream Soccer
MK-51095-09,UEFA Dream Soccer
MK-51095-18,UEFA Dream Soccer
MK-51100-50,Phantasy Star Online
MK-51102-50,Outtrigger
MK-51114-50,Floigan Bros.: Episode 1
MK-51117-50,Sonic Adventure 2
MK-5111750,Sonic Adventure 2
MK-51125-50,Planet Ring
MK-51136-50,Crazy Taxi 2
MK-51149-50,Toy Racer
MK-51154-50,Fighting Vipers 2
MK-51160-50,Confidential Mission
MK-51178-50,NBA 2K2
MK-51184-50,Shenmue II (Disc 4)
MK-51186-50,Virtua Tennis 2: Sega Professional Tennis
MK-51190-50,90 Minutes: Sega Championship Football
MK-51192-50,Rez
MK-51193-50,Phantasy Star Online Ver. 2
MK-51225-50,Planet Ring
MK-54040-50,Buggy Heat
NGDT-DC-300J,Last Hope
PCCAX-10001,Checkicco no Miru CD
PICL-7501,dps: Heartbreak Diary
PT-45002D-18,Tom Clancy's Rainbow Six: Rogue Spear + Mission Pack: Urban Operations
RDXLE-JP,Redux: Dark Matters
RDXRE-JP,Redux: Dark Matters
RRRR-DX,Rush Rush Rally Racing
RRRR-RE,Rush Rush Rally Racing
SCLX-2004-(8848),09 Chairs
SDC-00000,Generator Vol. 1
SDC-51014,Sonic Adventure: Limited Edition
T-10001D-50,MTV Sports: Skateboarding featuring Andy Macdonald
T-10003D-50,WWF Royal Rumble
T-10003N,Evil Dead: Hail to the King
T-10004N,MTV Sports: Skateboarding featuring Andy Macdonald
T-10005D-05,Evil Dead: Hail to the King
T-10005D-80,Evil Dead: Hail to the King
T-10005N,WWF Royal Rumble
T-10301M,Jinsei Game for Dreamcast
T-11002N,Maximum Pool
T-11008N,Hoyle Casino
T-11011N,Who Wants to Beat Up a Millionaire
T-1101M,Psychic Force 2012
T-1102M,Densha de Go! 2: Kousoku-hen 3000 Bandai
T-1201M,Power Stone
T-1201N,Power Stone
T-1202M,Marvel vs. Capcom: Clash of Super Heroes
T-1202N,Marvel vs. Capcom: Clash of Super Heroes
T-1203M,Street Fighter Zero 3: Saikyo-ryu Dojo
T-1203N,Street Fighter Alpha 3
T-1204M,Star Gladiator 2: Nightmare of Bilstein
T-1204N,Resident Evil: Code: Veronica (Disc 2)
T-1205M,Jojo no Kimyou na Bouken: Mirai e no Isan
T-1205N,Resident Evil 2 (Disc 2)
T-1206M,Choukou Senki Kikaioh
T-1206N,JoJo's Bizarre Adventure
T-1207M,Biohazard: Code: Veronica (Disc 2)
T-1207N,Plasma Sword: Nightmare of Bilstein
T-1208M,GigaWing
T-1208N,Tech Romancer
T-1209M,Street Fighter III: 3rd Strike: Fight for the Future
T-1209N,GigaWing
T-1210M,Biohazard: Code: Veronica (Disc 2)
T-1210N,Street Fighter III: Double Impact
T-1211M,Street Fighter III: W Impact
T-1211N,Power Stone 2
T-1212M,GaiaMaster: Kessen! Seiki-ou Densetsu
T-1212N,Marvel vs. Capcom 2
T-1213M,Gunbird 2
T-1213N,Street Fighter III: 3rd Strike
T-1214M,Biohazard: Code: Veronica: Trial Edition
T-1214N,Gunbird 2
T-1215M,Marvel vs. Capcom 2: New Age of Heroes
T-1215N,Cannon Spike
T-1216M,Spawn: In the Demon's Hand
T-1216N,Spawn: In the Demon's Hand
T-1217M,Capcom vs. SNK: Millennium Fight 2000
T-1217N,Dino Crisis
T-1218M,Power Stone 2
T-1218N,Capcom vs. SNK
T-1219M,Gunspike
T-1219N,Project Justice
T-1220M,Dino Crisis
T-1220N,Resident Evil 3: Nemesis
T-1221M,Moero! Justice Gakuen
T-1221N,Mars Matrix
T-1222M,Biohazard 3: Last Escape
T-1222N,GigaWing 2
T-1223M,Eldorado Gate Dai-1-kan
T-1223N,Heavy Metal: Geomatrix
T-1224M,Eldorado Gate Dai-2-kan
T-1225M,Eldorado Gate Dai-3-kan
T-1226M,Eldorado Gate Dai-4-kan
T-1227M,Eldorado Gate Dai-5-kan
T-1228M,Eldorado Gate Dai-6-kan
T-1229M,Eldorado Gate Dai-7-kan
T-1230M,Street Fighter Zero 3: Saikyo-ryu Dojo for Matching Service
T-1231M,Jojo no Kimyou na Bouken: Mirai e no Isan for Matching Service
T-1232M,Choukou Senki Kikaioh for Matching Service
T-1233M,Tomb Raider IV: The Last Revelation
T-1234M,Net de Tennis
T-1235M,Vampire Chronicle for Matching Service
T-1236M,Super Street Fighter II X for Matching Service
T-1237M,Sydney 2000
T-1238M,Mars Matrix
T-1239M,GigaWing 2
T-1240M,Biohazard: Code: Veronica: Kanzenban (Disc 2)
T-1241M,Ultimate Fighting Championship
T-1243M,Bounty Hunter Sara: Holy Mountain no Teiou
T-1246M,Heavy Metal: Geomatrix
T-1247M,Capcom vs. SNK: Millennium Fight 2000 Pro
T-1248M,Taisen Net Gimmick: Capcom & Psikyo All Stars
T-1249M,Capcom vs. SNK 2: Millionaire Fighting 2001
T-12501D-50,MDK2
T-12502D-50,Caesars Palace 2000: Millennium Gold Edition
T-12502D-83,Caesars Palace 2000: Millennium Gold Edition
T-12502N,MDK2
T-12503D-50,Dragons Blood
T-12503N,Incoming
T-12504N,Caesars Palace 2000: Millennium Gold Edition
T-1250M,Super Puzzle Fighter II X for Matching Service
T-12511N,Super Runabout: San Francisco Edition
T-13001D-05,Blue Stinger
T-13001D-09,Blue Stinger
T-13001D-18,Blue Stinger
T-13001D-58,Blue Stinger
T-13001N,Blue Stinger
T-13002D-50,Vigilante 8: 2nd Offense
T-13002N,Vigilante 8: 2nd Offense
T-13003D-05,Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!
T-13003D-09,Disney/Pixar Toy Story 2: Buzz l'Eclair à la Rescousse!
T-13003D-18,Disney/Pixar Toy Story 2: Buzz Lightyear eilt zur Hilfe!
T-13003N,Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!
T-13004N,Cyber Troopers: Virtual-On: Oratorio Tangram
T-13005D-05,Disney/Pixar Buzz Lightyear of Star Command
T-13005D-09,Disney/Pixar Les Aventures de Buzz L'Éclair
T-13005D-18,Disney/Pixar Captain Buzz Lightyear: Star Command
T-13005N,Mat Hoffman's Pro BMX
T-13006D-50,Star Wars: Episode I: Racer
T-13006N,Tony Hawk's Pro Skater 2
T-13007N,Disney/Pixar Buzz Lightyear of Star Command
T-13008D-05,Tony Hawk's Pro Skater 2
T-13008D-18,Tony Hawk's Pro Skater 2
T-13008N,Spider-Man
T-13010D-50,Star Wars: Demolition
T-13011D-50,Spider-Man
T-1301M,Revive...: Sosei
