ID,title
81022-50,Panzer Dragoon II Zwei
81023,Virtua Fighter Remix
81024,Wing Arms
81026,Virtua Cop
81027,Virtua Fighter Remix
81028,Virtua Fighter Remix
81029,Battle Arena Toshinden Remix
81030,Bug!
81031,Bootleg Sampler
81035,Guardian Heroes
81036,Clockwork Knight 2: Pepperouchau's Adventure
81040,Bug Too!
81041,Fighting Vipers
81042,Virtual On: Cyber Troopers
81043,Virtua Cop 2
81045,Golden Axe: The Duel
81046,Gungriffon
81048B,NiGHTS into Dreams...
81049,Virtua Fighter Kids
81051,Sky Target
81052,Virtua Cop 2
81054,Battle Arena Toshinden URA: Ultimate Revenge Attack
81057,Die Hard Arcade
81062,Sonic 3D Blast
81063,NiGHTS into Dreams...
81064,Amok
81065,The Lost World: Jurassic Park
81066,Quake
81067,Christmas NiGHTS into Dreams...
81068,Sega Saturn Bootleg II: On the Road
81070,Saturn Bomberman
81071,Duke Nukem 3D
81072,Virtual On: Cyber Troopers Net Link Edition
81073,Fighters Megamix
81075,Sega Saturn Bootleg II: On the Road
81076,Enemy Zero (Disc 3)
81077,Sega Screams Volume 2
81078,Last Bronx
81079,Sonic Jam
81084-50,Exhumed
81101,Pebble Beach Golf Links
81102,NHL All-Star Hockey
81103,NBA Action
81105,Worldwide Soccer: Sega International Victory Goal Edition
81109,World Series Baseball
81111,NFL '97
81112,Sega Worldwide Soccer '97
81113,World Series Baseball II
81115,DecAthlete
81122,NHL All-Star Hockey 98
81123,Worldwide Soccer '98
81124,NBA Action 98
81127,World Series Baseball 98
81128,Steep Slope Sliders
81129,Winter Heat
81200,Daytona USA
81202,Hang-On GP
81205,Cyber Speedway
81207,Sega Rally Championship
81210,Manx TT SuperBike
81211,WipEout
81213,Daytona USA: Championship Circuit Edition
81214,Scorcher
81215,Sega Rally Championship Plus Netlink Edition
81216,Sega Touring Car Championship
81218,Daytona USA C.C.E. Net Link Edition
81300,Mystaria: The Realms of Lore
81302,The Legend of Oasis
81303,Blazing Heroes
81304,Dark Savior
81306,Shining the Holy Ark
81307,Panzer Dragoon Saga (Disc 4)
81383,Shining Force III
81501,Baku Baku Animal: World Zookeeper Contest
81600,Sega Saturn Choice Cuts
81606,Virtua Fighter 2
81608,Virtual On: Cyber Troopers Net Link Edition
81800,Sonic R
81802,The House of the Dead
81803,Burning Rangers
999999999,X-Men - Children of the Atom (Demo)
DGS-9004,Clockwork Knight: Pepperouchau no Daibouken Joukan
GM-81004,Bug!
GS-0000,NiGHTS into Dreams... (Demo)
GS-7101,Pad Nifty
GS-7103,Virtua Fighter Remix
GS-7105,Habitat II
GS-7106,Dennou Senki: Virtual On: Cyber Troopers for SegaNet
GS-7107,Dennou Senki: Virtual On: Cyber Troopers for SegaNet
GS-7109,Pad Nifty 1.1 & Habitat II
GS-7110,DecAthlete for SegaNet
GS-7111,Puyo Puyo Sun for SegaNet
GS-7113,Puzzle Bobble 3 for SegaNet
GS-7114,Dragon's Dream
GS-9001,Virtua Fighter
GS-9002,Victory Goal
GS-9003,Gale Racer
GS-9004,Clockwork Knight: Pepperouchau no Daibouken Joukan
GS-9005,Shinsetsu Yumemi Yakata: Tobira no Oku ni Dareka ga...
GS-9006,Pebble Beach Golf Links: Stadler ni Chousen
GS-9007,WanChai Connection (Disc B)
GS-9008,Deadalus
GS-9009,Gotha: Ismailia SenEki
GS-9010,Shin Shinobiden
GS-9011,Rampo (Disc 2)
GS-9012,Virtual Hydlide
GS-9013,Daytona USA
GS-9014,Blue Seed: Kushinada Hirokuden
GS-9015,Panzer Dragoon
GS-9017,Kanzen Chuukei Pro Yakyuu Greatest Nine
GS-9018,Magic Knight Rayearth
GS-9019,Kisuishou Densetsu Astal
GS-9020,Ayrton Senna Personal Talk: Message for the Future
GS-9021,Riglordsaga
GS-9022,Gran Chaser
GS-9023,X Japan: Virtual Shock 001
GS-9025,World Advanced Daisenryaku: Koutetsu no Senpuu
GS-9026,Gakkou no Kaidan
GS-9027,SimCity 2000
GS-9028,Dragon Force
GS-9029,Clockwork Knight: Pepperouchau no Daibouken Gekan
GS-9030,Omakase! Savers
GS-9031,Guardian Heroes
GS-9032,Hang On GP '95
GS-9034,J.League Pro Soccer Club o Tsukurou!
GS-9035,F-1 Live Information
GS-9036,Ninkū: Tsuyokina Yatsura no Daigekitotsu!
GS-9037,Sakura Taisen (Disc 2)
GS-9038,Wing Arms: Kareinaru Gekitsuiou
GS-9039,Virtua Fighter Remix
GS-9040,Baku Baku Animal: Sekai Shiiku Gakari Senshuken
GS-9041,Golden Axe: The Duel
GS-9042,Sega Ages: Shukudai ga Tanto R
GS-9043,Sega Ages: Rouka ni Ichidanto R
GS-9044,Sega International Victory Goal
GS-9046,NiGHTS into Dreams...
GS-9047,Sega Rally Championship
GS-9048,J.League Victory Goal '96
GS-9049,Panzer Dragoon II Zwei
GS-9050,Godzilla: Rettou Shinkan
GS-9051,Shin Seiki Evangelion
GS-9053,Thor: Seireioukiden
GS-9054,Terra Phantastica
GS-9055,Linkle Liver Story
GS-9056,Gekka Mugentan Torico (Disc B) (Houkai-hen)
GS-9057,Shining Wisdom
GS-9058,Magic Knight Rayearth
GS-9059,Virtua Cop
GS-9060,Virtua Cop
GS-9061,Hideo Nomo World Series Baseball
GS-9062,Virtua Fighter CG Portrait Series Vol. 1: Sarah Bryant
GS-9063,"Bug! Jump Shite, Funzukechatte, Petchanko"
GS-9064,Virtua Fighter CG Portrait Series Vol. 2: Jacky Bryant
GS-9065,Virtua Fighter CG Portrait Series Vol. 3: Akira Yuki
GS-9066,Virtua Fighter CG Portrait Series Vol. 4: Pai Chan
GS-9067,Virtua Fighter CG Portrait Series Vol. 9: Kage Maru
GS-9068,Virtua Fighter CG Portrait Series Vol. 5: Wolf Hawkfield
GS-9069,Virtua Fighter CG Portrait Series Vol. 6: Lau Chan
GS-9070,Virtua Fighter CG Portrait Series Vol. 7: Shun Di
GS-9071,Virtua Fighter CG Portrait Series Vol. 8: Lion Rafale
GS-9072,Virtua Fighter CG Portrait Series Vol. 10: Jeffry McWild
GS-9073,Virtua Fighter CG Portrait Series: The Final: Dural
GS-9074,Clockwork Knight: Pepperouchau no Fukubukuro
GS-9076,Azel: Panzer Dragoon RPG (Disc 4)
GS-9078,Toushinden S
GS-9079,Virtua Fighter 2
GS-9082,World Advanced Daisenryaku: Sakusen File
GS-9083,Eyeful Home
GS-9084,Riglordsaga 2
GS-9086,Greatest Nine '96
GS-9087,Advanced World War: Sennen Teikoku no Koubou: Last of the Millennium
GS-9088,Mechanical Violator Hakaider: Last Judgement
GS-9095,NiGHTS into Dreams...
GS-9096,DecAthlete
GS-9097,Virtua Cop 2
GS-9098,Virtua Fighter Kids
GS-9099,Dennou Senki: Virtual On: Cyber Troopers
GS-9100,Daytona USA: Circuit Edition
GS-9101,Fighting Vipers
GS-9102,Manx TT SuperBike
GS-9103,Sky Target
GS-9104,Magical Drop 2
GS-9107,Fighter's History Dynamite
GS-9108,Sega Ages: Space Harrier
GS-9109,Sega Ages: After Burner II
GS-9110,Sega Ages: OutRun
GS-9111,Sega Ages: Space Harrier
GS-9112,Victory Goal Worldwide Edition
GS-9113,Virtua Fighter Kids
GS-9115,Sakura Taisen (Disc 2)
GS-9116,Sega Rally Championship Plus
GS-9117,Sakura Taisen (Disc 2)
GS-9118,LuLu: Un Conte Interactif de Romain Victor-Pujebet
GS-9120,World Series Baseball II
GS-9121,Heim Waltz
GS-9122,Dynamite Deka
GS-9123,Die Hard Trilogy
GS-9124,Panzer Dragoon II Zwei
GS-9125,World Advanced Daisenryaku: Sakusen File
GS-9126,Fighters Megamix
GS-9127,Mr. Bones (Disc 2)
GS-9128,"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko"
GS-9129,Shin Seiki Evangelion: 2nd Impression
GS-9131,Command & Conquer (Disc 2) (NOD Disc)
GS-9133,Digital Dance Mix Vol. 1: Namie Amuro
GS-9134,Sakura Taisen: Hanagumi Tsuushin
GS-9135,Sega Ages: Memorial Selection Vol. 1
GS-9136,Sega Ages: Fantasy Zone
GS-9137,Three Dirty Dwarves
GS-9138,Sakura Taisen: Hanagumi Taisen Columns
GS-9139,Pro Yakyuu Greatest Nine '97
GS-9140,J.League Victory Goal '97
GS-9141,Shin Seiki Evangelion
GS-9142,"Kidou Senkan Nadesico: Yappari Saigo wa ""Ai ga Katsu""?"
GS-9143,Sonic 3D: Flickies' Island
GS-9144,Baku Baku Animal: Sekai Shiiku Gakari Senshuken
GS-9145,Dragon Force
GS-9146,Virtua Fighter 2
GS-9147,Sonic Jam
GS-9148,NiGHTS into Dreams...
GS-9149,Sega Rally Championship Plus
GS-9150,DecAthlete
GS-9151,Sakura Taisen (Disc 2)
GS-9152,Last Bronx (Disc 2) (Special Disc)
GS-9153,Fighter's History Dynamite
GS-9155,Söldnerschild
GS-9158,Zen Nihon Pro Wres featuring Virtua
GS-9159,Neon Genesis Evangelion: Digital Card Library
GS-9160,Sakura Taisen: Jouki Radio Show (Disc 2) (Kayou-ban)
GS-9161,Sega Ages: Columns Arcade Collection
GS-9162,The Lost World: Jurassic Park
GS-9163,Sega Ages: Memorial Selection Vol. 2
GS-9164,Sega Touring Car Championship
GS-9165,Pro Yakyuu Team mo Tsukurou!
GS-9168,J.League Pro Soccer Club o Tsukurou! 2
GS-9169,"Sakura Taisen 2: Kimi, Shinitamou Koto Nakare (Disc 3)"
GS-9170,Sonic R
GS-9171,Pro Yakyuu Greatest Nine '97: Make Miracle
GS-9172,Chisato Moritaka: Watarase Bashi / Lala Sunshine (Disc 2)
GS-9173,The House of the Dead
GS-9174,Burning Rangers
GS-9175,Shining Force III: Scenario 1: Outo no Kyoshin
GS-9176,Terra Phantastica
GS-9177,Winter Heat
GS-9179,Sega Ages: I Love Mickey Mouse: Fushigi no Oshiro Daibouken & I Love Donald Duck: Georgia Ou no Hihou
GS-9181,Sega Ages: Power Drift
GS-9182,Shoujo Kakumei Utena: Itsuka Kakumei Sareru Monogatari (Disc 2)
GS-9183,Wachenröder
GS-9184,Dragon Force II: Kami Sarishi Daichi ni
GS-9185,Pro Yakyuu Greatest Nine '98
GS-9186,Sega Ages: Phantasy Star Collection
GS-9187,Sega Worldwide Soccer '98
GS-9188,Shining Force III: Scenario 2: Nerawareta Miko
GS-9189,Deep Fear (Disc 2)
GS-9190,Advanced World War: Sennen Teikoku no Koubou: Last of the Millennium
GS-9191,Sakura Taisen (Disc 2)
GS-9193,Command & Conquer (Disc 2) (NOD Disc)
GS-9194,Neon Genesis: Evangelion: Koutetsu no Girlfriend (Disc 2)
GS-9195,Kidou Senkan Nadesico: The Blank of 3 Years (Disc 2)
GS-9196,World Cup '98 France: Road to Win
GS-9197,Sega Ages: Galaxy Force II
GS-9198,"Sakura Taisen 2: Kimi, Shinitamou Koto Nakare (Disc 3)"
GS-9200,Sonic Jam
GS-9202,Pro Yakyuu Greatest Nine '98: Summer Action
GS-9203,Shining Force III: Scenario 3: Hyouheki no Jashinguu
GS-9204,Segata Sanshirou: Shinken Yuugi
GS-9205,Zen Nihon Pro Wres featuring Virtua
GS-9206,J.League Pro Soccer Club o Tsukurou! 2
GS-9207,The House of the Dead
GS-9208,Pro Yakyuu Greatest Nine '98
GS-9503J,Virtua Fighter Remix
GS-9504J,Worldwide Soccer: Sega International Victory Goal Edition
GS-9506J,Sega Rally Championship
GS-9507J,Virtua Fighter 2
GS-9608J,NiGHTS into Dreams...
GS-9609J,Virtua Fighter Kids
GS-9610J,Fighting Vipers
GS-9612J,Dennou Senki: Virtual On: Cyber Troopers
GS-XXXX,Burning Rangers (Proto)
GS9025,"World Advanced Daisenryaku - Koutetsu no Senpuu (1M, 4M)"
HSS-0120,SegaSaturn Electronic Book Operator
HSS-0121,SegaSaturn Photo CD Operator
HSS-0128,SegaSaturn FDD Operator
J-0101,Saturn CG Selection Vol. 1 (Rev A)
L15-1000,SegaSaturn: SGL Tool Kit: Sega 3D Game Library
L17-1000,SegaSaturn: Movie Tools: Cinepak for Sega Saturn
MK-081066,Quake
MK-81001,Ghen War
MK-81002,NHL All-Star Hockey (2S)
MK-8100250,NHL All-Star Hockey
MK-81003,BlackFire (3S)
MK-81004,Bug!
MK-81005,Virtua Fighter
MK-81007,Clockwork Knight - Pepperouchau's Adventure
MK-81008,Robotica - Cybernation Revolt
MK-81009,Panzer Dragoon
